,Album_Name,track_name,id,Artist,acousticness,danceability,speechiness,instrumentalness,liveness,energy,valence,duration_ms,key,mode,loudness,tempo,time_signature
0,The Hood Dictionary,In 4,2J7SPgteBh4w6nmEZV4W6H,NoCap,0.395,0.644,0.538,0.0,0.114,0.641,0.641,172296,5,1,-4.473,170.354,4
1,The Hood Dictionary,Still Me,5LwJdYY3SorVljsVx6J6Uw,NoCap,0.261,0.619,0.408,0.0,0.0971,0.709,0.236,144000,1,0,-5.694,82.34,4
2,The Hood Dictionary,What You Know,62wwr6rCXhYkbjn07GnGMJ,NoCap,0.263,0.578,0.483,0.0,0.0963,0.626,0.368,158118,6,0,-6.746,170.218,4
3,The Hood Dictionary,Pour Up,14pnb34ArT1qbGUqWwiefo,NoCap,0.293,0.583,0.275,0.0,0.133,0.717,0.168,238545,6,0,-5.356,81.676,4
4,The Hood Dictionary,Flies,02XCcBAX6YySZiAYYZH4LH,NoCap,0.044,0.769,0.323,0.0,0.118,0.591,0.529,159556,1,1,-5.866,157.96,4
5,The Hood Dictionary,Take Care,2IHG7qn0jAnHyrk5r3PbTZ,NoCap,0.0552,0.704,0.057,0.0,0.13,0.656,0.111,132047,1,1,-6.29,159.99,4
6,The Hood Dictionary,Bankroll,0JCEGTdFuOvb5ctjrzuUfv,NoCap,0.456,0.83,0.357,0.0,0.113,0.526,0.567,144843,3,1,-8.563,126.059,4
7,The Hood Dictionary,Shots Fired,17H4Acv4YlygDWhRMnvlRz,NoCap,0.0137,0.563,0.131,0.0,0.0748,0.584,0.135,131025,5,0,-7.126,129.966,1
8,The Hood Dictionary,Brag Different (feat. Quando Rondo),56nQtxrXyfhfSC2pbx77zv,NoCap,0.0578,0.849,0.328,0.0,0.113,0.635,0.586,166957,1,1,-6.85,80.472,4
9,The Hood Dictionary,Heaven Gates,3Iwiv6sE5T7sHjYXgnoBGN,NoCap,0.854,0.686,0.24,0.0,0.0952,0.493,0.504,183356,9,1,-6.212,88.994,4
10,The Hood Dictionary,Same Thing,2AVOTC6F2OBeEewwNcVpTF,NoCap,0.0769,0.553,0.444,0.0,0.124,0.803,0.657,214829,6,0,-6.133,81.388,4
11,The Hood Dictionary,The Way It Is,57lnsGWRX8IJ6TItujg315,NoCap,0.0131,0.829,0.379,1.51e-05,0.121,0.667,0.37,162638,1,0,-6.97,155.105,4
12,The Hood Dictionary,Country Boy,7G8BwGbcr95UD6M3kh41Yp,NoCap,0.109,0.637,0.535,0.0,0.102,0.478,0.555,167027,1,0,-8.768,107.705,5
13,The Hood Dictionary,Harder Than Hard,6jFAmWGSZ9tXBbdn83xOEv,NoCap,0.0403,0.785,0.362,0.0,0.111,0.764,0.767,146651,3,0,-6.829,158.313,4
14,The Hood Dictionary,First Day In,7bGScKKX41XQHBIA4U1IeG,NoCap,0.103,0.74,0.389,0.0,0.106,0.626,0.588,155664,5,0,-7.135,90.654,4
15,The Hood Dictionary,Ghetto Angels (feat. Lil Durk & Jagged Edge) - Remix,4XUiRyZKXIwKFxDsR3k67b,NoCap,0.259,0.671,0.197,0.0,0.103,0.636,0.457,239895,0,1,-6.009,152.029,4
